id,title,title_slug,difficulty,paid_only,url
1444,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,困难,否,https://leetcode.cn/problems/number-of-ways-of-cutting-a-pizza/
1443,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,中等,否,https://leetcode.cn/problems/minimum-time-to-collect-all-apples-in-a-tree/
1442,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,中等,否,https://leetcode.cn/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/
1441,Build an Array With Stack Operations,build-an-array-with-stack-operations,中等,否,https://leetcode.cn/problems/build-an-array-with-stack-operations/
1421,NPV Queries,npv-queries,简单,是,https://leetcode.cn/problems/npv-queries/
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,困难,否,https://leetcode.cn/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,中等,否,https://leetcode.cn/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/
1437,Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,简单,否,https://leetcode.cn/problems/check-if-all-1s-are-at-least-length-k-places-away/
1436,Destination City,destination-city,简单,否,https://leetcode.cn/problems/destination-city/
1412,Find the Quiet Students in All Exams,find-the-quiet-students-in-all-exams,困难,是,https://leetcode.cn/problems/find-the-quiet-students-in-all-exams/
1449,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,困难,否,https://leetcode.cn/problems/form-largest-integer-with-digits-that-add-up-to-target/
1448,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,中等,否,https://leetcode.cn/problems/count-good-nodes-in-binary-tree/
1447,Simplified Fractions,simplified-fractions,中等,否,https://leetcode.cn/problems/simplified-fractions/
1446,Consecutive Characters,consecutive-characters,简单,否,https://leetcode.cn/problems/consecutive-characters/
1407,Top Travellers,top-travellers,简单,否,https://leetcode.cn/problems/top-travellers/
1424,Diagonal Traverse II,diagonal-traverse-ii,中等,否,https://leetcode.cn/problems/diagonal-traverse-ii/
1423,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,中等,否,https://leetcode.cn/problems/maximum-points-you-can-obtain-from-cards/
1422,Maximum Score After Splitting a String,maximum-score-after-splitting-a-string,简单,否,https://leetcode.cn/problems/maximum-score-after-splitting-a-string/
1398,Customers Who Bought Products A and B but Not C,customers-who-bought-products-a-and-b-but-not-c,中等,是,https://leetcode.cn/problems/customers-who-bought-products-a-and-b-but-not-c/
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,困难,否,https://leetcode.cn/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/
1419,Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking,中等,否,https://leetcode.cn/problems/minimum-number-of-frogs-croaking/
1418,Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant,中等,否,https://leetcode.cn/problems/display-table-of-food-orders-in-a-restaurant/
1417,Reformat The String,reformat-the-string,简单,否,https://leetcode.cn/problems/reformat-the-string/
1434,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,困难,否,https://leetcode.cn/problems/number-of-ways-to-wear-different-hats-to-each-other/
1433,Check If a String Can Break Another String,check-if-a-string-can-break-another-string,中等,否,https://leetcode.cn/problems/check-if-a-string-can-break-another-string/
1432,Max Difference You Can Get From Changing an Integer,max-difference-you-can-get-from-changing-an-integer,中等,否,https://leetcode.cn/problems/max-difference-you-can-get-from-changing-an-integer/
1431,Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies,简单,否,https://leetcode.cn/problems/kids-with-the-greatest-number-of-candies/
1411,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,困难,否,https://leetcode.cn/problems/number-of-ways-to-paint-n-3-grid/
1410,HTML Entity Parser,html-entity-parser,中等,否,https://leetcode.cn/problems/html-entity-parser/
1409,Queries on a Permutation With Key,queries-on-a-permutation-with-key,中等,否,https://leetcode.cn/problems/queries-on-a-permutation-with-key/
1408,String Matching in an Array,string-matching-in-an-array,简单,否,https://leetcode.cn/problems/string-matching-in-an-array/
1393,Capital Gain/Loss,capital-gainloss,中等,否,https://leetcode.cn/problems/capital-gainloss/
1406,Stone Game III,stone-game-iii,困难,否,https://leetcode.cn/problems/stone-game-iii/
1404,Number of Steps to Reduce a Number in Binary Representation to One,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,中等,否,https://leetcode.cn/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one/
1403,Minimum Subsequence in Non-Increasing Order,minimum-subsequence-in-non-increasing-order,简单,否,https://leetcode.cn/problems/minimum-subsequence-in-non-increasing-order/
1384,Total Sales Amount by Year,total-sales-amount-by-year,困难,是,https://leetcode.cn/problems/total-sales-amount-by-year/
1416,Restore The Array,restore-the-array,困难,否,https://leetcode.cn/problems/restore-the-array/
1415,The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,中等,否,https://leetcode.cn/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n/
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,中等,否,https://leetcode.cn/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k/
1413,Minimum Value to Get Positive Step by Step Sum,minimum-value-to-get-positive-step-by-step-sum,简单,否,https://leetcode.cn/problems/minimum-value-to-get-positive-step-by-step-sum/
1397,Find All Good Strings,find-all-good-strings,困难,否,https://leetcode.cn/problems/find-all-good-strings/
1396,Design Underground System,design-underground-system,中等,否,https://leetcode.cn/problems/design-underground-system/
1395,Count Number of Teams,count-number-of-teams,中等,否,https://leetcode.cn/problems/count-number-of-teams/
1394,Find Lucky Integer in an Array,find-lucky-integer-in-an-array,简单,否,https://leetcode.cn/problems/find-lucky-integer-in-an-array/
1378,Replace Employee ID With The Unique Identifier,replace-employee-id-with-the-unique-identifier,简单,否,https://leetcode.cn/problems/replace-employee-id-with-the-unique-identifier/
1392,Longest Happy Prefix,longest-happy-prefix,困难,否,https://leetcode.cn/problems/longest-happy-prefix/
1391,Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid,中等,否,https://leetcode.cn/problems/check-if-there-is-a-valid-path-in-a-grid/
1389,Create Target Array in the Given Order,create-target-array-in-the-given-order,简单,否,https://leetcode.cn/problems/create-target-array-in-the-given-order/
1369,Get the Second Most Recent Activity,get-the-second-most-recent-activity,困难,是,https://leetcode.cn/problems/get-the-second-most-recent-activity/
1402,Reducing Dishes,reducing-dishes,困难,否,https://leetcode.cn/problems/reducing-dishes/
1400,Construct K Palindrome Strings,construct-k-palindrome-strings,中等,否,https://leetcode.cn/problems/construct-k-palindrome-strings/
1401,Circle and Rectangle Overlapping,circle-and-rectangle-overlapping,中等,否,https://leetcode.cn/problems/circle-and-rectangle-overlapping/
1399,Count Largest Group,count-largest-group,简单,否,https://leetcode.cn/problems/count-largest-group/
1383,Maximum Performance of a Team,maximum-performance-of-a-team,困难,否,https://leetcode.cn/problems/maximum-performance-of-a-team/
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,简单,否,https://leetcode.cn/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree/
1381,Design a Stack With Increment Operation,design-a-stack-with-increment-operation,中等,否,https://leetcode.cn/problems/design-a-stack-with-increment-operation/
1380,Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix,简单,否,https://leetcode.cn/problems/lucky-numbers-in-a-matrix/
1364,Number of Trusted Contacts of a Customer,number-of-trusted-contacts-of-a-customer,中等,是,https://leetcode.cn/problems/number-of-trusted-contacts-of-a-customer/
1355,Activity Participants,activity-participants,中等,是,https://leetcode.cn/problems/activity-participants/
1377,Frog Position After T Seconds,frog-position-after-t-seconds,困难,否,https://leetcode.cn/problems/frog-position-after-t-seconds/
1376,Time Needed to Inform All Employees,time-needed-to-inform-all-employees,中等,否,https://leetcode.cn/problems/time-needed-to-inform-all-employees/
1375,Number of Times Binary String Is Prefix-Aligned,number-of-times-binary-string-is-prefix-aligned,中等,否,https://leetcode.cn/problems/number-of-times-binary-string-is-prefix-aligned/
1374,Generate a String With Characters That Have Odd Counts,generate-a-string-with-characters-that-have-odd-counts,简单,否,https://leetcode.cn/problems/generate-a-string-with-characters-that-have-odd-counts/
1388,Pizza With 3n Slices,pizza-with-3n-slices,困难,否,https://leetcode.cn/problems/pizza-with-3n-slices/
1387,Sort Integers by The Power Value,sort-integers-by-the-power-value,中等,否,https://leetcode.cn/problems/sort-integers-by-the-power-value/
1386,Cinema Seat Allocation,cinema-seat-allocation,中等,否,https://leetcode.cn/problems/cinema-seat-allocation/
1385,Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays,简单,否,https://leetcode.cn/problems/find-the-distance-value-between-two-arrays/
1368,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,困难,否,https://leetcode.cn/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/
1367,Linked List in Binary Tree,linked-list-in-binary-tree,中等,否,https://leetcode.cn/problems/linked-list-in-binary-tree/
1366,Rank Teams by Votes,rank-teams-by-votes,中等,否,https://leetcode.cn/problems/rank-teams-by-votes/
1365,How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number,简单,否,https://leetcode.cn/problems/how-many-numbers-are-smaller-than-the-current-number/
1350,Students With Invalid Departments,students-with-invalid-departments,简单,是,https://leetcode.cn/problems/students-with-invalid-departments/
1341,Movie Rating,movie-rating,中等,否,https://leetcode.cn/problems/movie-rating/
1354,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,困难,否,https://leetcode.cn/problems/construct-target-array-with-multiple-sums/
1353,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,中等,否,https://leetcode.cn/problems/maximum-number-of-events-that-can-be-attended/
1352,Product of the Last K Numbers,product-of-the-last-k-numbers,中等,否,https://leetcode.cn/problems/product-of-the-last-k-numbers/
1351,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,简单,否,https://leetcode.cn/problems/count-negative-numbers-in-a-sorted-matrix/
1373,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,困难,否,https://leetcode.cn/problems/maximum-sum-bst-in-binary-tree/
1372,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,中等,否,https://leetcode.cn/problems/longest-zigzag-path-in-a-binary-tree/
1371,Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts,中等,否,https://leetcode.cn/problems/find-the-longest-substring-containing-vowels-in-even-counts/
1370,Increasing Decreasing String,increasing-decreasing-string,简单,否,https://leetcode.cn/problems/increasing-decreasing-string/
1349,Maximum Students Taking Exam,maximum-students-taking-exam,困难,否,https://leetcode.cn/problems/maximum-students-taking-exam/
1348,Tweet Counts Per Frequency,tweet-counts-per-frequency,中等,否,https://leetcode.cn/problems/tweet-counts-per-frequency/
1347,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,中等,否,https://leetcode.cn/problems/minimum-number-of-steps-to-make-two-strings-anagram/
1346,Check If N and Its Double Exist,check-if-n-and-its-double-exist,简单,否,https://leetcode.cn/problems/check-if-n-and-its-double-exist/
1336,Number of Transactions per Visit,number-of-transactions-per-visit,困难,是,https://leetcode.cn/problems/number-of-transactions-per-visit/
1340,Jump Game V,jump-game-v,困难,否,https://leetcode.cn/problems/jump-game-v/
1339,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,中等,否,https://leetcode.cn/problems/maximum-product-of-splitted-binary-tree/
1338,Reduce Array Size to The Half,reduce-array-size-to-the-half,中等,否,https://leetcode.cn/problems/reduce-array-size-to-the-half/
1337,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,简单,否,https://leetcode.cn/problems/the-k-weakest-rows-in-a-matrix/
1327,List the Products Ordered in a Period,list-the-products-ordered-in-a-period,简单,否,https://leetcode.cn/problems/list-the-products-ordered-in-a-period/
1359,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,困难,否,https://leetcode.cn/problems/count-all-valid-pickup-and-delivery-options/
1358,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,中等,否,https://leetcode.cn/problems/number-of-substrings-containing-all-three-characters/
1357,Apply Discount Every n Orders,apply-discount-every-n-orders,中等,否,https://leetcode.cn/problems/apply-discount-every-n-orders/
1356,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,简单,否,https://leetcode.cn/problems/sort-integers-by-the-number-of-1-bits/
1335,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,困难,否,https://leetcode.cn/problems/minimum-difficulty-of-a-job-schedule/
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,中等,否,https://leetcode.cn/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,中等,否,https://leetcode.cn/problems/filter-restaurants-by-vegan-friendly-price-and-distance/
1332,Remove Palindromic Subsequences,remove-palindromic-subsequences,简单,否,https://leetcode.cn/problems/remove-palindromic-subsequences/
1322,Ads Performance,ads-performance,简单,是,https://leetcode.cn/problems/ads-performance/
1321,Restaurant Growth,restaurant-growth,中等,否,https://leetcode.cn/problems/restaurant-growth/
1326,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,困难,否,https://leetcode.cn/problems/minimum-number-of-taps-to-open-to-water-a-garden/
1325,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,中等,否,https://leetcode.cn/problems/delete-leaves-with-a-given-value/
1324,Print Words Vertically,print-words-vertically,中等,否,https://leetcode.cn/problems/print-words-vertically/
1323,Maximum 69 Number,maximum-69-number,简单,否,https://leetcode.cn/problems/maximum-69-number/
1345,Jump Game IV,jump-game-iv,困难,否,https://leetcode.cn/problems/jump-game-iv/
1344,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,中等,否,https://leetcode.cn/problems/angle-between-hands-of-a-clock/
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,中等,否,https://leetcode.cn/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/
1342,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,简单,否,https://leetcode.cn/problems/number-of-steps-to-reduce-a-number-to-zero/
1320,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,困难,否,https://leetcode.cn/problems/minimum-distance-to-type-a-word-using-two-fingers/
1319,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,中等,否,https://leetcode.cn/problems/number-of-operations-to-make-network-connected/
1318,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,中等,否,https://leetcode.cn/problems/minimum-flips-to-make-a-or-b-equal-to-c/
1317,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,简单,否,https://leetcode.cn/problems/convert-integer-to-the-sum-of-two-no-zero-integers/
1308,Running Total for Different Genders,running-total-for-different-genders,中等,是,https://leetcode.cn/problems/running-total-for-different-genders/
1303,Find the Team Size,find-the-team-size,简单,是,https://leetcode.cn/problems/find-the-team-size/
1312,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,困难,否,https://leetcode.cn/problems/minimum-insertion-steps-to-make-a-string-palindrome/
1311,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,中等,否,https://leetcode.cn/problems/get-watched-videos-by-your-friends/
1310,XOR Queries of a Subarray,xor-queries-of-a-subarray,中等,否,https://leetcode.cn/problems/xor-queries-of-a-subarray/
1309,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,简单,否,https://leetcode.cn/problems/decrypt-string-from-alphabet-to-integer-mapping/
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,中等,是,https://leetcode.cn/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree/
1307,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,困难,否,https://leetcode.cn/problems/verbal-arithmetic-puzzle/
1306,Jump Game III,jump-game-iii,中等,否,https://leetcode.cn/problems/jump-game-iii/
1305,All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,中等,否,https://leetcode.cn/problems/all-elements-in-two-binary-search-trees/
1304,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,简单,否,https://leetcode.cn/problems/find-n-unique-integers-sum-up-to-zero/
1294,Weather Type in Each Country,weather-type-in-each-country,简单,是,https://leetcode.cn/problems/weather-type-in-each-country/
1298,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,困难,否,https://leetcode.cn/problems/maximum-candies-you-can-get-from-boxes/
1297,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,中等,否,https://leetcode.cn/problems/maximum-number-of-occurrences-of-a-substring/
1296,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,中等,否,https://leetcode.cn/problems/divide-array-in-sets-of-k-consecutive-numbers/
1295,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,简单,否,https://leetcode.cn/problems/find-numbers-with-even-number-of-digits/
1285,Find the Start and End Number of Continuous Ranges,find-the-start-and-end-number-of-continuous-ranges,中等,是,https://leetcode.cn/problems/find-the-start-and-end-number-of-continuous-ranges/
1280,Students and Examinations,students-and-examinations,简单,否,https://leetcode.cn/problems/students-and-examinations/
1293,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,困难,否,https://leetcode.cn/problems/shortest-path-in-a-grid-with-obstacles-elimination/
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,中等,否,https://leetcode.cn/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold/
1290,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,简单,否,https://leetcode.cn/problems/convert-binary-number-in-a-linked-list-to-integer/
1279,Traffic Light Controlled Intersection,traffic-light-controlled-intersection,简单,是,https://leetcode.cn/problems/traffic-light-controlled-intersection/
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,困难,否,https://leetcode.cn/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix/
1283,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,中等,否,https://leetcode.cn/problems/find-the-smallest-divisor-given-a-threshold/
1282,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,中等,否,https://leetcode.cn/problems/group-the-people-given-the-group-size-they-belong-to/
1281,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,简单,否,https://leetcode.cn/problems/subtract-the-product-and-sum-of-digits-of-an-integer/
1270,All People Report to the Given Manager,all-people-report-to-the-given-manager,中等,是,https://leetcode.cn/problems/all-people-report-to-the-given-manager/
